applicant_id,score
"1","1.49"
"2","4.92"
"3","6.36"
"4","9.31"
"5","7.61"
"6","4.49"
"7","6.96"
"8","2.86"
"9","1.71"
"10","9.92"
"11","6.63"
"12","5.66"
"13","8.49"
"14","7.41"
"15","9.56"
"16","7.72"
"17","6.37"
"18","5.05"
"19","6.81"
"20","5.67"
"21","6.84"
"22","9.82"
"23","1.67"
"24","1.71"
"25","8.78"
"26","8.78"
"27","6.04"
"28","9.99"
"29","0.44"
"30","0.52"
"31","2.79"
"32","4.26"
"33","4.87"
"34","5.2"
"35","9.7"
"36","9.4"
"37","7.5"
"38","4.1"
"39","4.96"
"40","2.97"
"41","2.49"
"42","0.35"
"43","6.99"
"44","8.59"
"45","8.01"
"46","5.49"
"47","3.5"
"48","7.02"
"49","2.74"
"50","0.2"
"51","5.46"
"52","7.07"
"53","8.29"
"54","2.1"
"55","3.65"
"56","7.79"
"57","4.8"
"58","6.91"
"59","5.24"
"60","8.74"
"61","8.2"
"62","0.61"
"63","9.73"
"64","3.5"
"65","9.94"
"66","0.4"
"67","5.27"
"68","6.9"
"69","1.87"
"70","6.84"
"71","2.05"
"72","8.74"
"73","2.57"
"74","0.13"
"75","1.97"
"76","2.28"
"77","1.95"
"78","1.16"
"79","2.98"
"80","8.95"
"81","2.91"
"82","9.33"
"83","8.37"
"84","4.76"
"85","9.2"
"86","7.17"
"87","5.21"
"88","4.46"
"89","0.35"
"90","4.58"
"91","7.3"
"92","6.85"
"93","1.24"
"94","3.76"
"95","9.93"
"96","5.02"
"97","2.81"
"98","8.43"
"99","1.43"
"100","4.1"
"101","6.71"
"102","2.02"
"103","5.59"
"104","8.2"
"105","4.93"
"106","5.5"
"107","9.02"
"108","8.12"
"109","3.51"
"110","9.08"
"111","3.17"
"112","6.41"
"113","6.19"
"114","4.33"
"115","7.3"
"116","8.62"
"117","1.99"
"118","3.44"
"119","6.64"
"120","9.48"
"121","6.0"
"122","5.41"
"123","6.37"
"124","8.55"
"125","6.4"
"126","7.67"
"127","8.92"
"128","9.53"
"129","8.51"
"130","1.14"
"131","3.04"
"132","1.28"
"133","9.8"
"134","9.87"
"135","8.1"
"136","8.79"
"137","2.83"
"138","6.12"
"139","4.47"
"140","2.75"
"141","2.24"
"142","7.68"
"143","2.81"
"144","5.78"
"145","2.62"
"146","2.92"
"147","5.1"
"148","0.84"
"149","2.69"
"150","8.92"
"151","2.1"
"152","4.46"
"153","9.6"
"154","3.6"
"155","8.92"
"156","9.66"
"157","5.14"
"158","9.79"
"159","8.46"
"160","8.41"
"161","0.2"
"162","2.2"
"163","8.28"
"164","6.57"
"165","4.64"
"166","7.91"
"167","8.87"
"168","9.71"
"169","5.51"
"170","4.87"
"171","3.06"
"172","2.65"
"173","2.41"
"174","9.27"
"175","2.87"
"176","7.38"
"177","6.88"
"178","3.32"
"179","6.26"
"180","5.06"
"181","1.02"
"182","7.83"
"183","9.75"
"184","4.85"
"185","9.23"
"186","2.74"
"187","6.0"
"188","4.94"
"189","3.1"
"190","9.31"
"191","9.1"
"192","3.07"
"193","5.52"
"194","4.88"
"195","4.31"
"196","6.64"
"197","2.85"
"198","9.36"
"199","9.26"
"200","3.99"
"201","7.61"
"202","3.91"
"203","5.67"
"204","1.17"
"205","4.37"
"206","5.07"
"207","8.83"
"208","7.49"
"209","6.53"
"210","2.64"
"211","4.68"
"212","7.22"
"213","2.36"
"214","1.2"
"215","0.6"
"216","1.18"
"217","8.75"
"218","6.89"
"219","4.04"
"220","5.24"
"221","8.9"
"222","7.75"
"223","0.6"
"224","1.08"
"225","7.97"
"226","5.21"
"227","3.61"
"228","3.05"
"229","2.45"
"230","4.27"
"231","6.75"
"232","4.02"
"233","3.57"
"234","9.29"
"235","2.97"
"236","2.45"
"237","6.63"
"238","8.99"
"239","0.78"
"240","3.93"
"241","6.6"
"242","6.91"
"243","8.54"
"244","7.34"
"245","6.15"
"246","0.55"
"247","4.04"
"248","9.21"
"249","5.14"
"250","8.06"
"251","4.17"
"252","1.94"
"253","6.91"
"254","5.28"
"255","8.2"
"256","7.99"
"257","2.27"
"258","2.28"
"259","9.84"
"260","8.64"
"261","6.93"
"262","6.23"
"263","1.91"
"264","2.5"
"265","1.16"
"266","1.09"
"267","1.2"
"268","0.97"
"269","6.48"
"270","2.61"
"271","3.03"
"272","2.25"
"273","0.79"
"274","2.99"
"275","5.7"
"276","4.21"
"277","4.07"
"278","1.0"
"279","3.36"
"280","4.68"
"281","0.85"
"282","0.49"
"283","3.72"
"284","2.84"
"285","8.76"
"286","8.97"
"287","5.04"
"288","2.44"
"289","7.87"
"290","4.59"
"291","8.57"
"292","9.03"
"293","0.79"
"294","4.01"
"295","5.32"
"296","0.45"
"297","3.37"
"298","0.16"
"299","1.48"
"300","2.37"
"301","4.2"
"302","8.73"
"303","9.18"
"304","1.98"
"305","6.64"
"306","1.9"
"307","3.52"
"308","3.78"
"309","6.38"
"310","4.06"
"311","0.69"
"312","1.43"
"313","5.43"
"314","0.85"
"315","8.5"
