applicant_id,score
"1","8.21"
"2","8.54"
"3","6.52"
"4","4.56"
"5","9.65"
"6","4.17"
"7","7.16"
"8","8.82"
"9","6.86"
"10","4.39"
"11","6.89"
"12","2.23"
"13","3.02"
"14","6.03"
"15","6.94"
"16","1.7"
"17","1.49"
"18","6.98"
"19","6.68"
"20","2.64"
"21","5.81"
"22","2.42"
"23","2.5"
"24","7.82"
"25","0.48"
"26","8.81"
"27","1.33"
"28","5.82"
"29","2.06"
"30","5.19"
"31","0.96"
"32","4.45"
"33","9.71"
"34","1.56"
"35","8.5"
"36","5.78"
"37","0.99"
"38","3.0"
"39","1.45"
"40","7.99"
"41","2.42"
"42","3.08"
"43","4.34"
"44","6.34"
"45","6.88"
"46","6.55"
"47","6.0"
"48","4.36"
"49","2.4"
"50","6.75"
"51","6.73"
"52","8.01"
"53","9.41"
"54","7.95"
"55","4.37"
"56","2.94"
"57","1.2"
"58","7.64"
"59","0.35"
"60","1.83"
"61","2.37"
"62","4.17"
"63","5.43"
"64","5.47"
"65","7.86"
"66","8.66"
"67","7.59"
"68","9.47"
"69","9.65"
"70","9.21"
"71","8.11"
"72","4.4"
"73","9.14"
"74","8.23"
"75","1.56"
"76","0.92"
"77","0.43"
"78","1.55"
"79","2.56"
"80","4.49"
"81","6.99"
"82","2.78"
"83","0.87"
"84","6.59"
"85","6.16"
"86","3.11"
"87","1.67"
"88","1.3"
"89","3.15"
"90","6.36"
"91","9.77"
"92","9.46"
"93","4.16"
"94","8.45"
"95","7.46"
"96","7.87"
"97","0.45"
"98","1.46"
"99","8.98"
"100","3.15"
"101","8.9"
"102","6.84"
"103","7.48"
"104","7.75"
"105","7.76"
"106","0.66"
"107","5.97"
"108","8.03"
"109","3.4"
"110","4.19"
"111","0.49"
"112","4.99"
"113","3.65"
"114","5.85"
"115","3.69"
"116","3.68"
"117","5.32"
"118","4.86"
"119","6.53"
"120","3.05"
"121","3.53"
"122","0.73"
"123","9.49"
"124","2.95"
"125","7.16"
"126","7.35"
"127","1.52"
"128","5.05"
"129","3.99"
"130","7.74"
"131","0.25"
"132","8.89"
